Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,
West Gear,ADIDAS,1128299,1/17/2021,West,Colorado,Denver,AEROREADY Designed to Move Sport Motion Logo Hoodie,65,450,29250,12285,42%,In-store,
West Gear,ADIDAS,1128299,1/17/2021,West,Colorado,Denver,Performance Mesh Boxer Briefs 3 Pairs,40,450,18000,7920,44%,In-store,
West Gear,ADIDAS,1128299,1/17/2021,West,Colorado,Denver,4ATHLTS Backpack,50,450,22500,10350,46%,In-store,
West Gear,ADIDAS,1128299,1/17/2021,West,Colorado,Denver,Essentials Logo Tee (Plus Size),50,450,22500,8775,39%,In-store,
West Gear,ADIDAS,1128299,1/17/2021,West,Washington,Seattle,Jayhawks Quarter-Zip Knit Sweatshirt,50,450,22500,8100,36%,In-store,
West Gear,ADIDAS,1128299,2/17/2021,West,Washington,Seattle,Kaptir 2.0 Shoes,50,450,22500,13725,61%,In-store,
West Gear,ADIDAS,1128299,2/17/2021,West,Washington,Seattle,Tiro Primegreen Bottom Compartment Duffel Bag Medium,70,450,31500,12915,41%,In-store,
West Gear,ADIDAS,1128299,2/17/2021,West,Washington,Seattle,Traveer WIND.RDY Jacket,65,450,29250,12870,44%,In-store,
West Gear,ADIDAS,1128299,2/10/2021,West,Washington,Seattle,Graphic Tee and Shorts Set,70,450,31500,14175,45%,In-store,
Foot Locker,ADIDAS,1185732,2/10/2021,Southeast,Florida,Miami,adidas x Classic LEGOÂ® Tee,35,450,15750,6143,39%,In-store,
Foot Locker,ADIDAS,1185732,2/10/2021,Midwest,Minnesota,Minneapolis,Ultimate Bra,45,450,20250,6480,32%,Outlet,
Kohl's,ADIDAS,1189833,3/9/2021,Midwest,Montana,Billings,adidas x Classic LEGOÂ® Tights,45,450,20250,8505,42%,Outlet,
Kohl's,ADIDAS,1189833,3/9/2021,Midwest,Montana,Billings,Terrex Hyperhiker Low Hiking Shoes,40,450,18000,5580,31%,Outlet,
Kohl's,ADIDAS,1189833,3/9/2021,Midwest,Montana,Billings,Terrex Speed Pro Trail Running Shoes,45,450,20250,9518,47%,Outlet,
Kohl's,ADIDAS,1189833,3/9/2021,Midwest,Montana,Billings,adidas Love Unites All Me 3-Stripes Graphic Bra,60,450,27000,11070,41%,Outlet,
Sports Direct,ADIDAS,1197831,3/9/2021,South,Tennessee,Knoxville,Designed to Move High-Rise Sport Zebra Capri Tights,35,450,15750,8978,57%,Outlet,
Sports Direct,ADIDAS,1197831,3/9/2021,South,Tennessee,Knoxville,Hyperglam Light Support Bra,55,450,24750,5940,24%,Outlet,
Foot Locker,ADIDAS,1185732,4/10/2021,Midwest,Nebraska,Omaha,Lite Racer Adapt 4.0 Shoes,50,450,22500,9675,43%,Outlet,
Sports Direct,ADIDAS,1197831,4/10/2021,South,Alabama,Birmingham,Marathon 3-Stripes Jacket,35,450,15750,4883,31%,Outlet,
Sports Direct,ADIDAS,1197831,4/10/2021,South,Alabama,Birmingham,Camo Print Graphic Tee,30,450,13500,5805,43%,Outlet,
Sports Direct,ADIDAS,1197831,4/10/2021,South,Alabama,Birmingham,HEAT.RDY Running Tank Top,45,450,20250,8303,41%,Outlet,
Amazon,ADIDAS,1185732,4/10/2021,South,Alabama,Birmingham,adidas x FARM Rio Print Boyfriend Cropped Cotton Logo Tee,40,450,18000,10980,61%,Outlet,
Amazon,ADIDAS,1185732,4/10/2021,Northeast,Maine,Portland,Runner Tee,40,450,18000,4140,23%,Outlet,
Amazon,ADIDAS,1185732,5/11/2021,Northeast,Maine,Portland,Superlite No-Show Socks 6 Pairs,55,450,24750,11138,45%,Outlet,
Amazon,ADIDAS,1185732,5/11/2021,West,Alaska,Anchorage,Crew Sweatshirt,70,450,31500,10080,32%,Outlet,
Amazon,ADIDAS,1185732,5/11/2021,West,Alaska,Anchorage,Crew Sweatshirt,70,450,31500,14805,47%,Outlet,
Walmart,ADIDAS,1128299,5/11/2021,Southeast,Florida,Orlando,adidas x Zoe Saldana AEROREADY Rib Tank Top,95,450,42750,17528,41%,In-store,
West Gear,ADIDAS,1185732,5/11/2021,Northeast,New York,Albany,Long Sleeve Dress,40,450,18000,11160,62%,In-store,
Kohl's,ADIDAS,1185732,5/11/2021,Northeast,New York,Albany,Long Sleeve Dress,35,450,15750,4095,26%,In-store,
Kohl's,ADIDAS,1185732,6/10/2021,West,Wyoming,Cheyenne,Leggings,50,450,22500,9450,42%,In-store,
Kohl's,ADIDAS,1185732,6/10/2021,West,Wyoming,Cheyenne,Long Sleeve Dress,40,450,18000,5220,29%,In-store,
Foot Locker,ADIDAS,1128299,6/10/2021,West,Wyoming,Cheyenne,Leggings,30,450,13500,6075,45%,In-store,
Foot Locker,ADIDAS,1128299,6/10/2021,Southeast,Virginia,Richmond,Primeblue Designed 2 Move Woven 3-Stripes Sport Shorts,50,450,22500,9225,41%,In-store,
Foot Locker,ADIDAS,1128299,6/10/2021,Southeast,Virginia,Richmond,AEROREADY Designed 2 Move Sport Tank Top (Maternity),55,450,24750,15098,61%,In-store,
Foot Locker,ADIDAS,1128299,6/10/2021,Southeast,Virginia,Richmond,AEROREADY Designed 2 Move Sport Tank Top (Maternity),55,450,24750,6683,27%,In-store,
Sports Direct,ADIDAS,1185732,7/9/2021,Southeast,Virginia,Richmond,AEROREADY FeelBrilliant Designed 2 Move 7/8 Tights (Plus Size),45,450,20250,9720,48%,In-store,
Sports Direct,ADIDAS,1185732,7/9/2021,Southeast,Virginia,Richmond,Crew Sweatshirt,35,450,15750,5513,35%,In-store,
Sports Direct,ADIDAS,1185732,7/9/2021,Midwest,Michigan,Detroit,AEROREADY FeelBrilliant Designed 2 Move 7/8 Tights,45,450,20250,9518,47%,In-store,
Sports Direct,ADIDAS,1185732,7/9/2021,Midwest,Michigan,Detroit,AEROREADY FeelBrilliant Designed 2 Move 7/8 Tights,35,450,15750,7245,46%,In-store,
Sports Direct,ADIDAS,1185732,7/9/2021,Midwest,Michigan,Detroit,Designed 2 Move Bootcut Pants (Plus Size),30,450,13500,8910,66%,In-store,
Sports Direct,ADIDAS,1185732,7/9/2021,Midwest,Michigan,Detroit,Designed 2 Move High-Rise 3-Stripes 7/8 Sport Tights (Plus Size),45,450,20250,6480,32%,In-store,
Sports Direct,ADIDAS,1185732,8/10/2021,Midwest,Michigan,Detroit,Aeroknit Designed 2 Move Sport Seamless Tee,60,450,27000,13500,50%,In-store,
Foot Locker,ADIDAS,1185732,8/10/2021,Midwest,Missouri,St. Louis,adidas Designed 2 Move AEROREADY Dance 7/8 Tights,35,450,15750,5670,36%,In-store,
West Gear,ADIDAS,1185732,8/10/2021,Midwest,Missouri,St. Louis,Aeroknit Designed 2 Move Sport Seamless Long Sleeve Tee,50,450,22500,10800,48%,In-store,
West Gear,ADIDAS,1185732,8/10/2021,West,Utah,Salt Lake City,adidas Designed 2 Move AEROREADY Cropped Tee,25,450,11250,5063,45%,In-store,
West Gear,ADIDAS,1185732,8/10/2021,West,Utah,Salt Lake City,AEROREADY FeelBrilliant Designed 2 Move 7/8 Tights (Plus Size),30,450,13500,8775,65%,In-store,
West Gear,ADIDAS,1185732,8/10/2021,West,Utah,Salt Lake City,SH3.RO Tankini Bottoms (Plus Size),25,450,11250,3150,28%,In-store,
West Gear,ADIDAS,1185732,9/11/2021,West,Utah,Salt Lake City,4D Fusio Shoes,45,450,20250,8910,44%,In-store,
West Gear,ADIDAS,1185732,9/11/2021,West,Utah,Salt Lake City,4D Fusio Shoes,30,450,13500,3645,27%,In-store,
West Gear,ADIDAS,1128299,9/11/2021,West,Utah,Salt Lake City,FARM Rio AEROREADY 3-Stripes Print Sports Crop Top,30,450,13500,6075,45%,In-store,
West Gear,ADIDAS,1128299,9/11/2021,West,Oregon,Portland,Brand Love Slanted Logo Boyfriend Tee,50,450,22500,9450,42%,In-store,
West Gear,ADIDAS,1128299,9/11/2021,West,Oregon,Portland,Essentials Loose 3-Stripes Cropped Tee,55,450,24750,14603,59%,In-store,
West Gear,ADIDAS,1128299,9/11/2021,West,Oregon,Portland,Terrex Hydroterra Shandal Water Shoes,55,450,24750,6683,27%,In-store,
West Gear,ADIDAS,1128299,10/10/2021,West,Oregon,Portland,Parley Shorts,45,450,20250,9315,46%,In-store,
West Gear,ADIDAS,1128299,10/10/2021,South,Louisiana,New Orleans,Essentials Loose 3-Stripes Cropped Tee,95,450,42750,12398,29%,Online,
Foot Locker,ADIDAS,1197831,10/10/2021,West,Idaho,Boise,Logo Play Tee,35,450,15750,6615,42%,Online,
Foot Locker,ADIDAS,1197831,10/10/2021,West,Idaho,Boise,adidas Sportswear Seasonals Stadium Sweatshirt,30,450,13500,5670,42%,Online,
West Gear,ADIDAS,1197831,10/10/2021,West,Idaho,Boise,Special 21 Shoes,55,450,24750,14603,59%,Online,
Sports Direct,ADIDAS,1197831,10/10/2021,West,Idaho,Boise,adidas Sportswear Seasonals Stadium Hooded Track Jacket (Plus Size),60,450,27000,7020,26%,Online,
Foot Locker,ADIDAS,1128299,11/10/2021,West,Arizona,Phoenix,Adicolor Classics Collegiate Cropped Hoodie,55,450,24750,9405,38%,Online,
Kohl's,ADIDAS,1128299,11/10/2021,West,Arizona,Phoenix,Adicolor Classics Ripstop Shorts,60,450,27000,7290,27%,Online,
Kohl's,ADIDAS,1128299,11/10/2021,West,New Mexico,Albuquerque,3-Stripes Training Tee (Plus Size),60,450,27000,11070,41%,Online,
Kohl's,ADIDAS,1128299,11/10/2021,West,New Mexico,Albuquerque,Elevate Yoga Flow 7/8 Tights,55,450,24750,8663,35%,Online,
Kohl's,ADIDAS,1128299,11/10/2021,West,New Mexico,Albuquerque,AEROREADY Breathable Sport Tank Top,75,450,33750,17888,53%,Online,
Kohl's,ADIDAS,1128299,11/10/2021,West,New Mexico,Albuquerque,Adicolor Classics Collegiate Tight Tee,60,450,27000,5670,21%,Online,
Sports Direct,ADIDAS,1128299,12/9/2021,West,New Mexico,Albuquerque,AEROREADY Breathable 3-Stripes Long Sleeve Tee,30,450,13500,5400,40%,Online,
Sports Direct,ADIDAS,1128299,12/9/2021,West,New Mexico,Albuquerque,adidas x Zoe Saldana AEROREADY Rib Tank Top,40,450,18000,4500,25%,Online,
Sports Direct,ADIDAS,1128299,12/9/2021,West,New Mexico,Albuquerque,Soft Floral Box Graphic Tank Top,40,450,18000,7560,42%,Online,
Sports Direct,ADIDAS,1128299,12/9/2021,West,New Mexico,Albuquerque,adidas Sportswear Future Icons Logo Graphic Tee,40,450,18000,5940,33%,Online,
Sports Direct,ADIDAS,1128299,12/9/2021,Southeast,Georgia,Atlanta,Marble Wash Mini Hat,55,450,24750,13365,54%,Online,
Sports Direct,ADIDAS,1128299,12/9/2021,Southeast,Georgia,Atlanta,adidas Sportswear Future Icons Hoodie,65,450,29250,6435,22%,Online,
Sports Direct,ADIDAS,1128299,1/17/2021,Southeast,Georgia,Atlanta,Multix Shoes,45,450,20250,8505,42%,Online,
Sports Direct,ADIDAS,1128299,1/17/2021,Southeast,Georgia,Atlanta,Stan Smith Shoes,60,450,27000,6750,25%,Online,
Amazon,ADIDAS,1185732,1/17/2021,Midwest,Ohio,Columbus,ZX 2K Boost Shoes,45,450,20250,8505,42%,Online,
Amazon,ADIDAS,1185732,1/17/2021,Midwest,Ohio,Columbus,ZX 360 Shoes,30,450,13500,4725,35%,Online,
Amazon,ADIDAS,1185732,1/17/2021,Midwest,Ohio,Columbus,Adicolor Classics Tricot Skirt,50,450,22500,12150,54%,Online,
Amazon,ADIDAS,1185732,1/17/2021,Midwest,Ohio,Columbus,Choigo Shoes,25,450,11250,2363,21%,Online,
Amazon,ADIDAS,1185732,2/17/2021,Midwest,Ohio,Columbus,Supernova+ Shoes,35,450,15750,5828,37%,Online,
Amazon,ADIDAS,1185732,2/17/2021,Southeast,Kentucky,Louisville,Stan Smith Primeblue Shoes,55,450,24750,6188,25%,Online,
Foot Locker,ADIDAS,1185732,2/17/2021,South,Mississippi,Jackson,ZX 2K Boost Pure Shoes,40,450,18000,7560,42%,Online,
Foot Locker,ADIDAS,1185732,12/25/2021,South,Mississippi,Jackson,Court Tourino Shoes,45,450,20250,7290,36%,Online,
Foot Locker,ADIDAS,1185732,12/25/2021,South,Mississippi,Jackson,Geodiver Primeblue Shoes,60,450,27000,14580,54%,Online,
Walmart,ADIDAS,1185732,12/25/2021,South,Mississippi,Jackson,Ozelia Shoes,50,450,22500,4050,18%,Online,
Sports Direct,ADIDAS,1185732,12/25/2021,South,Mississippi,Jackson,ZX 8000 Shoes,60,450,27000,10800,40%,Online,
Sports Direct,ADIDAS,1197831,1/13/2021,South,Mississippi,Jackson,Court Tourino Shoes,25,450,11250,2813,25%,Online,
Sports Direct,ADIDAS,1197831,1/13/2021,South,Mississippi,Jackson,ZX 2K Shoes,25,450,11250,4725,42%,Online,
Walmart,ADIDAS,1197831,1/13/2021,South,Arkansas,Little Rock,Stan Smith Primeblue Shoes,45,450,20250,6885,34%,Online,
Walmart,ADIDAS,1197831,1/13/2021,South,Arkansas,Little Rock,Continental 80 Stripes Shoes,50,450,22500,7650,34%,Online,
Walmart,ADIDAS,1197831,1/13/2021,South,Arkansas,Little Rock,ZX 2K Boost Shoes,40,450,18000,9540,53%,Online,
West Gear,ADIDAS,1197831,1/13/2021,South,Arkansas,Little Rock,Choigo Shoes,75,450,33750,12488,37%,Online,
West Gear,ADIDAS,1197831,2/13/2021,South,Arkansas,Little Rock,Continental 80 Vegan Shoes,60,450,27000,10530,39%,Online,
West Gear,ADIDAS,1197831,2/13/2021,South,Oklahoma,Oklahoma City,Special 21 Shoes,50,450,22500,8775,39%,Online,
West Gear,ADIDAS,1197831,2/13/2021,South,Oklahoma,Oklahoma City,Swift Run X Shoes,55,450,24750,12128,49%,Online,
Kohl's,ADIDAS,1197831,12/25/2021,Midwest,Kansas,Wichita,ZX 2K Boost Pure Shoes,60,450,27000,8640,32%,Online,
Kohl's,ADIDAS,1197831,12/25/2021,Midwest,Kansas,Wichita,Amplifier Tee,55,450,24750,13860,56%,Online,
Foot Locker,ADIDAS,1197831,12/25/2021,Midwest,Kansas,Wichita,X9000L3 Shoes,25,450,11250,4838,43%,Online,
Foot Locker,ADIDAS,1185732,12/25/2021,Midwest,South Dakota,Sioux Falls,Terrex Primeknit Rain.RDY Jacket,40,450,18000,8460,47%,Online,
Sports Direct,ADIDAS,1185732,1/13/2021,Midwest,North Dakota,Fargo,Hurricanes Premier Alternate Jersey,30,450,13500,5805,43%,Online,
Foot Locker,ADIDAS,1185732,1/13/2021,Midwest,North Dakota,Fargo,Terrex Hyperhiker Hiking Shoes,30,450,13500,7560,56%,In-store,
West Gear,ADIDAS,1185732,1/13/2021,Midwest,Iowa,Des Moines,Allover Print Camo Graphic Tee,30,450,13500,5535,41%,In-store,
Foot Locker,ADIDAS,1185732,1/13/2021,Northeast,West Virginia,Charleston,Primeblue Always Om Yoga Shorts,45,450,20250,12353,61%,In-store,
Foot Locker,ADIDAS,1185732,1/13/2021,Northeast,West Virginia,Charleston,Terrex Trailmaker Primegreen Hiking Shoes,55,450,24750,11138,45%,In-store,
Foot Locker,ADIDAS,1185732,1/13/2021,Northeast,West Virginia,Charleston,adidas Sportswear Future Icons 3-Stripes Skinny Pants,70,450,31500,13230,42%,In-store,
Foot Locker,ADIDAS,1185732,2/13/2021,Northeast,Maryland,Baltimore,Lite Racer Adapt 4.0 Shoes,60,450,27000,11880,44%,In-store,
Foot Locker,ADIDAS,1185732,2/13/2021,Northeast,Delaware,Wilmington,Marimekko Techfit Primegreen AEROREADY Training Pocket Tights,60,450,27000,15120,56%,In-store,
Kohl's,ADIDAS,1185732,2/13/2021,Northeast,Delaware,Wilmington,Stan Smith 360 Shoes,65,450,29250,11115,38%,In-store,
Kohl's,ADIDAS,1185732,12/25/2021,Northeast,New Jersey,Newark,ZX 1K Boost Shoes,55,450,24750,15098,61%,In-store,
Sports Direct,ADIDAS,1185732,12/25/2021,Northeast,Connecticut,Hartford,Edge Lux 4 Shoes,60,450,27000,12150,45%,In-store,
Sports Direct,ADIDAS,1185732,12/25/2021,Northeast,Rhode Island,Providence,Postmove Shoes,40,450,18000,7920,44%,In-store,
Sports Direct,ADIDAS,1185732,12/25/2021,Northeast,Massachusetts,Boston,Continental 80 Vegan Shoes,40,450,18000,8280,46%,In-store,
Sports Direct,ADIDAS,1185732,1/13/2021,Northeast,Massachusetts,Boston,Postmove Shoes,55,450,24750,13365,54%,In-store,
Amazon,ADIDAS,1185732,1/13/2021,Northeast,Vermont,Burlington,NMD_R1 Refined Shoes,65,450,29250,11993,41%,In-store,
West Gear,ADIDAS,1185732,1/13/2021,Northeast,Vermont,Burlington,Postmove Shoes,70,450,31500,18585,59%,In-store,
Amazon,ADIDAS,1185732,1/13/2021,Northeast,New Hampshire,Manchester,adidas Superstar x LEGOÂ® Shoes,60,450,27000,12690,47%,Outlet,
Amazon,ADIDAS,1185732,1/13/2021,Northeast,New Hampshire,Manchester,Postmove Shoes,60,450,27000,12690,47%,Outlet,
Foot Locker,ADIDAS,1185732,1/13/2021,Northeast,New Hampshire,Manchester,Terrex Two Ultra Parley AP Shoes,75,450,33750,14850,44%,Outlet,
Foot Locker,ADIDAS,1185732,2/13/2021,Northeast,New Hampshire,Manchester,Postmove Shoes,80,450,36000,20160,56%,Outlet,
Foot Locker,ADIDAS,1185732,2/13/2021,Northeast,Pennsylvania,Philadelphia,Retropy P9 Shoes,50,445,22250,8678,39%,Outlet,
Foot Locker,ADIDAS,1185732,2/13/2021,Midwest,Minnesota,Minneapolis,Superstar OT Tech Shoes,40,445,17800,10502,59%,In-store,
Foot Locker,ADIDAS,1185732,2/26/2021,Midwest,Minnesota,Minneapolis,Racer TR21 Wide Shoes,50,445,22250,11125,50%,In-store,
Sports Direct,ADIDAS,1185732,2/26/2021,Midwest,Michigan,Detroit,Racer TR21 Wide Shoes,45,445,20025,10013,50%,In-store,
Amazon,ADIDAS,1185732,2/26/2021,Midwest,Ohio,Columbus,adidas Sportswear Future Icons 3-Stripes Hooded Track Jacket,35,445,15575,7788,50%,Online,
West Gear,ADIDAS,1185732,3/25/2021,Northeast,Maryland,Baltimore,adidas Sportswear Future Icons 3-Stripes Hooded Track Jacket,35,445,15575,9501,61%,In-store,
Foot Locker,ADIDAS,1185732,3/25/2021,Northeast,Rhode Island,Providence,Camo Everyday Shorts,35,445,15575,7009,45%,In-store,
Kohl's,ADIDAS,1189833,3/25/2021,West,California,Los Angeles,Performance Boxer Briefs 3 Pairs,50,425,21250,13175,62%,Outlet,
Kohl's,ADIDAS,1189833,3/25/2021,West,California,Los Angeles,Parley Sweat Pants (Gender Neutral),50,425,21250,10838,51%,Outlet,
Foot Locker,ADIDAS,1185732,3/25/2021,Midwest,Illinois,Chicago,EQ21 Run Shoes,60,425,25500,13005,51%,Outlet,
Sports Direct,ADIDAS,1197831,3/25/2021,South,Texas,Dallas,EQ21 Run Shoes,35,425,14875,6991,47%,Outlet,
Sports Direct,ADIDAS,1197831,4/26/2021,South,Texas,Dallas,Marathon 3-Stripes Jacket,30,425,12750,7523,59%,Outlet,
Sports Direct,ADIDAS,1197831,4/26/2021,South,Texas,Dallas,Solid Swim Shorts,45,425,19125,8606,45%,Outlet,
Foot Locker,ADIDAS,1185732,4/26/2021,South,Texas,Dallas,adidas Z.N.E. Sportswear Pants,45,425,19125,12814,67%,Outlet,
West Gear,ADIDAS,1128299,4/26/2021,West,Nevada,Las Vegas,X9000L3 Shoes,45,425,19125,9563,50%,Outlet,
West Gear,ADIDAS,1128299,4/26/2021,West,Nevada,Las Vegas,Small Crossbody Bag,45,425,19125,8989,47%,Outlet,
West Gear,ADIDAS,1128299,4/26/2021,West,Nevada,Las Vegas,X Ghosted.3 Firm Ground Cleats,60,425,25500,13005,51%,Outlet,
West Gear,ADIDAS,1128299,5/27/2021,West,Nevada,Las Vegas,AEROREADY  Designed to Move Sport Camo-Print Shorts,60,425,25500,14535,57%,In-store,
West Gear,ADIDAS,1128299,5/27/2021,West,Nevada,Las Vegas,Foil Mandala Graphic Tee,30,425,12750,5483,43%,In-store,
West Gear,ADIDAS,1128299,5/27/2021,West,Nevada,Las Vegas,X Ghosted.3 Firm Ground Cleats,40,425,17000,10540,62%,In-store,
West Gear,ADIDAS,1128299,5/27/2021,West,Nevada,Las Vegas,Foil Mandala Graphic Tee,40,425,17000,8840,52%,In-store,
West Gear,ADIDAS,1128299,5/27/2021,West,Colorado,Denver,Disney Mickey Mouse Summer Set,40,425,17000,8160,48%,In-store,
West Gear,ADIDAS,1128299,5/27/2021,West,Colorado,Denver,Marimekko Hoodie,40,425,17000,8160,48%,In-store,
West Gear,ADIDAS,1128299,6/26/2021,West,Colorado,Denver,4D Fusio Shoes,70,425,29750,17850,60%,In-store,
West Gear,ADIDAS,1128299,6/26/2021,West,Colorado,Denver,4D Fusio Shoes,55,425,23375,10285,44%,In-store,
West Gear,ADIDAS,1128299,6/26/2021,West,Colorado,Denver,Predator Freak.3 Indoor Shoes,75,425,31875,21356,67%,In-store,
West Gear,ADIDAS,1128299,6/26/2021,West,Washington,Seattle,4D Fusio Shoes,50,425,21250,10200,48%,In-store,
West Gear,ADIDAS,1128299,6/26/2021,West,Washington,Seattle,4D Fusio Shoes,60,425,25500,12495,49%,In-store,
West Gear,ADIDAS,1128299,6/26/2021,West,Washington,Seattle,4D Fusio Shoes,65,425,27625,12984,47%,In-store,
West Gear,ADIDAS,1128299,7/25/2021,West,Washington,Seattle,FARM Rio Feelbrilliant AEROREADY High-Rise Tights,80,425,34000,21080,62%,In-store,
West Gear,ADIDAS,1128299,7/25/2021,West,Washington,Seattle,AEROREADY  Designed to Move Sport Camo-Print Shorts,90,425,38250,17595,46%,In-store,
Foot Locker,ADIDAS,1185732,7/25/2021,Midwest,Minnesota,Minneapolis,Solid Swim Shorts,45,425,19125,12623,66%,Outlet,
Kohl's,ADIDAS,1189833,7/25/2021,Midwest,Montana,Billings,The Trackstand Cycling Pants,45,425,19125,9180,48%,Outlet,
Kohl's,ADIDAS,1189833,7/25/2021,Midwest,Montana,Billings,4D Fusio Shoes,45,425,19125,9371,49%,Outlet,
Kohl's,ADIDAS,1189833,7/25/2021,Midwest,Montana,Billings,4D Fusio Shoes,45,425,19125,9754,51%,Outlet,
Kohl's,ADIDAS,1189833,8/26/2021,Midwest,Montana,Billings,adidas Sportswear Wrapped 3-Stripes Full-Zip Hoodie,45,425,19125,11475,60%,Outlet,
Kohl's,ADIDAS,1189833,8/26/2021,Midwest,Montana,Billings,Adicolor Classics Crop Hoodie,45,425,19125,8989,47%,Outlet,
Kohl's,ADIDAS,1189833,8/26/2021,Midwest,Montana,Billings,Club Tennis 3-Stripes Tee,45,425,19125,12049,63%,Outlet,
Kohl's,ADIDAS,1189833,8/26/2021,Midwest,Montana,Billings,Five Ten Heritage Logo Tee,40,425,17000,7480,44%,Outlet,
Kohl's,ADIDAS,1189833,8/26/2021,Midwest,Montana,Billings,adidas Sportswear Woven 3-Stripes Track Top,45,425,19125,7841,41%,Outlet,
Kohl's,ADIDAS,1189833,8/26/2021,Midwest,Montana,Billings,Five Ten Felsblock Shorts,55,425,23375,9116,39%,Outlet,
Kohl's,ADIDAS,1189833,9/27/2021,Midwest,Montana,Billings,Adicolor Classics Trefoil Tee (Plus Size),40,425,17000,7310,43%,Outlet,
Kohl's,ADIDAS,1189833,9/27/2021,Midwest,Montana,Billings,adidas Z.N.E. Sportswear Hoodie,40,425,17000,6970,41%,Outlet,
Sports Direct,ADIDAS,1197831,9/27/2021,South,Tennessee,Knoxville,Terrex Liteflex Hiking Pants,35,425,14875,8776,59%,Outlet,
Sports Direct,ADIDAS,1197831,9/27/2021,South,Tennessee,Knoxville,adidas FortaRun x LEGOÂ® DOTSâ„¢ Shoes,45,425,19125,8989,47%,Outlet,
Foot Locker,ADIDAS,1185732,9/27/2021,South,Tennessee,Knoxville,FC Bayern Tee,35,425,14875,6248,42%,Outlet,
Sports Direct,ADIDAS,1197831,9/27/2021,South,Alabama,Birmingham,Terrex Multi Primegreen Full-Zip Fleece Jacket,35,425,14875,6545,44%,Outlet,
Sports Direct,ADIDAS,1197831,10/26/2021,South,Alabama,Birmingham,adidas Sportswear Comfy and Chill Tee,50,425,21250,11475,54%,Outlet,
Sports Direct,ADIDAS,1197831,10/26/2021,South,Alabama,Birmingham,Utilitas Hooded Parka,55,425,23375,9116,39%,Outlet,
Sports Direct,ADIDAS,1197831,10/26/2021,South,Alabama,Birmingham,Aeromotion Tee,50,425,21250,12113,57%,Outlet,
Amazon,ADIDAS,1185732,10/26/2021,West,Alaska,Anchorage,Adizero 1/2 Zip Long Sleeve Tee,60,425,25500,12495,49%,Outlet,
Amazon,ADIDAS,1185732,10/26/2021,West,Alaska,Anchorage,Utilitas Hooded Parka,60,425,25500,11985,47%,Outlet,
Amazon,ADIDAS,1185732,10/26/2021,West,Alaska,Anchorage,adidas Z.N.E. Sportswear Hoodie,75,425,31875,16256,51%,Outlet,
Foot Locker,ADIDAS,1128299,11/26/2021,West,Alaska,Anchorage,Hoops 2.0 Mid Shoes,45,425,19125,11666,61%,Outlet,
Walmart,ADIDAS,1128299,11/26/2021,West,Hawaii,Honolulu,adidas Sportswear Future Icons 3-Stripes Sweatshirt,55,425,23375,10753,46%,Outlet,
Sports Direct,ADIDAS,1128299,11/26/2021,West,Hawaii,Honolulu,Adizero RC 3 Shoes,90,425,38250,25245,66%,Outlet,
Sports Direct,ADIDAS,1128299,11/26/2021,West,Hawaii,Honolulu,Real Madrid Tee,40,425,17000,8840,52%,Outlet,
Sports Direct,ADIDAS,1128299,11/26/2021,West,Hawaii,Honolulu,adidas Sportswear Comfy and Chill Tee,50,425,21250,9988,47%,Outlet,
Sports Direct,ADIDAS,1128299,11/26/2021,West,Hawaii,Honolulu,Adizero RC 3 Tokyo Shoes,50,425,21250,9988,47%,Outlet,
Sports Direct,ADIDAS,1128299,12/25/2021,West,Hawaii,Honolulu,adidas Sportswear Comfy and Chill Tee,50,425,21250,12750,60%,Outlet,
Sports Direct,ADIDAS,1128299,12/25/2021,West,Hawaii,Honolulu,Ergo Tennis Shorts,50,425,21250,8925,42%,Outlet,
Sports Direct,ADIDAS,1128299,2/26/2021,Southeast,Florida,Orlando,adidas Sportswear Future Icons 3-Stripes Sweatshirt,65,425,27625,18509,67%,Outlet,
Walmart,ADIDAS,1128299,2/26/2021,Southeast,Florida,Orlando,Superlite Hat,65,425,27625,12984,47%,Outlet,
Walmart,ADIDAS,1128299,2/26/2021,Southeast,Florida,Orlando,adidas Sportswear Comfy & Chill Pants,65,425,27625,13536,49%,Outlet,
West Gear,ADIDAS,1185732,3/25/2021,Northeast,New York,Albany,adidas Sportswear Comfy & Chill Pants,40,425,17000,8840,52%,In-store,
Kohl's,ADIDAS,1185732,3/25/2021,West,Wyoming,Cheyenne,4CMTE Four Panel RAIN.RDY Running Training Cycling Cap,35,425,14875,9074,61%,In-store,
Kohl's,ADIDAS,1185732,3/25/2021,West,Wyoming,Cheyenne,Linear Superlite Super-No-Show Socks 6 Pairs,35,425,14875,6248,42%,In-store,
Kohl's,ADIDAS,1185732,3/25/2021,West,Wyoming,Cheyenne,Stretch Cotton Trunk Briefs 3 Pairs,50,425,21250,14025,66%,In-store,
Foot Locker,ADIDAS,1128299,3/25/2021,Southeast,Virginia,Richmond,Long Sleeve Tee and Printed Tights Set,70,425,29750,14280,48%,In-store,
Foot Locker,ADIDAS,1128299,3/25/2021,Southeast,Virginia,Richmond,Santiago Lunch Bag,70,425,29750,13983,47%,In-store,
Foot Locker,ADIDAS,1128299,4/26/2021,Southeast,Virginia,Richmond,Relaxed Camo Trefoil Hat,75,425,31875,16256,51%,In-store,
